lemma,examples
box,"['i BOX with kraft', 'i BOXED for money', 'daddy BOXED in college', 'he BOXED for harrow', 'i BOX some rounds with richie', 'you BOX like one', 'i BOX for myself', 'i BOX after work']"
brake,"['i BRAKE for animals', 'i BRAKED on him', 'i BRAKE for birds']"
branch,[]
breathe,"['i BREATHE upon you', 'most officials BREATHED a sigh of relief', 'i BREATHED in fear', 'i BREATHE in you', 'it BREATHES in you', 'she BREATHED on me', 'it BREATHES of you', 'a dead person BREATHED on me', 'the world BREATHES with relief', 'she BREATHES a sigh of sadness', 'the breeze BREATHES on us', ""you BREATHE on 'em"", 'he BREATHED on me', 'frantisek BREATHED into her', 'he BREATHED on them', 'he BREATHES with you', 'it BREATHE them on them', 'i BREATHE on it', 'i BREATHE the dust on her', 'you BREATHE a word about that']"
bruise,['she BRUISED herself on purpose']
brush,"['i BRUSH with salt', 'ijust BRUSHED the sand off him', 'we BRUSHED on that', 'we BRUSHED on that', 'lips BRUSH against mine', 'lips BRUSH against mine', 'he BRUSHES the dirt off him']"
bubble,[]
bump,"['i BUMPED into him', 'i BUMPED what good thing into you', 'this big guy BUMPED into me', 'i BUMPED into him', 'you BUMPED into me', 'you BUMPED into me', 'he BUMPED into me', 'somebody BUMPED into me', 'a man BUMPED into me', 'you BUMPED into him', 'fanong BUMPED into vietminh', 'you BUMPED into us', 'we BUMPED into noah', 'he BUMPED into me', 'we BUMP into him', 'i BUMPED into hiro', 'i BUMPED into something', 'i BUMPED into him', 'i BUMPED into jyoji', 'she BUMPED into him']"
burn,"['i BURN with love', 'incense BURNING for them', 'rug BURNED with acid', 'you BURN like ice', 'leaves BURNING in october', 'it BURNS like hell', 'nothing BURNS at sea', 'it BURNS like fire', 'it BURNS like fire', 'they BURN with passion', 'souls BURN in hell', 'you BURNT him to death', 'we BURN all churches on raids', 'it BURNS a lot of coal', 'you BURN them like rubbish', 'look BURNS like fire', 'they BURN with hate', 'he BURN in hell', 'it BURNS to rim', 'anna BURNT a hole with a cigarette']"
bury,"[""hey'll BURY you without one"", 'i BURIED them with you', 'i BURIED it within myself', 'i BURIED him at sunrise', 'they BURIED him on friday', 'he BURIED all of bernie', 'they BURIED him in france', 'we BURIED her in altmara', 'i BURY every one of you', 'they BURIED william beside her', 'we BURIED her in space', 'we BURIED her on friday', 'it BURIES you in minutiae', 'we BURIED him in it', 'it BURIED itself on impact', 'he BURIED me in paper', 'they BURY the dead in shit', 'last tour BURIED half of europe', 'he BURIED me in court', 'they BURIED treasure of reichsmarks']"
buzz,"['alarm BUZZING on video', 'you BUZZED past me']"
calculate,"['david CALCULATED all of this', 'i CALCULATED five of you', 'we CALCULATE like this']"
call,"['this CALLS for champagne', 'she CALLED about rhoda', 'it CALLS at southampton', 'this CALLS for action', 'this CALLS for action', 'i CALLED him on it', 'the situation CALLS for strategy', 'this situation CALLS for strategy', 'the situation CALLS for strategy', 'the sultan CALLS for you', 'fairpath CALLING t for tommy', 'the part CALLS for it', 'w8xzr CALLING anybody near brigham', 'you CALLED me until yesterday', 'tragic power CALLS for me', 'i CALL men on you', 'you CALLED to me', 'we CALL all of this', 'you CALL him with name', 'the khan CALLS for you']"
camp,"['we CAMP at nightfall', 'unit CAMPED near kursk']"
care,"['i CARE about us', 'i CARE about you', 'i CARE about you', 'who CARES about death', 'nobody CARES about me', 'nobody CARES about me', 'no one CARES for piperheidsieck', 'she CARES nothing about you', 'he CARES nothing for you', 'we CARE about others', 'i CARE what about that', 'what CARE i for remorse', 'nobody CARES about that', 'we CARE about you', 'you CARE about me', 'i CARE what about the', 'i CARE for you', 'who CARES about', 'you CARE except the act', 'no one CARES about me']"
carry,"['i CARRY it for luck', 'i CARRY them with me', 'i CARRY it with me', 'they CARRY for miles', 'he CARRIES it for balance', 'he CARRIES proof with him', 'they CARRY a lot of money', 'he CARRIES a satchel with him', 'the newspapers CARRIED no picture of him', 'father CARRIED this watch at vicksburg', 'you CARRY a lot of sugar', 'drake CARRY briefcase on plane', 'he CARRIES a sack of meat', 'you CARRY the stench like the plague', 'i CARRY a sort of charm', 'the real barham CARRIED a scar from childhood', 'escutcheon CARRIED the cross of the crusades', 'i CARRY one for blow', 'the delftdyke CARRIES a cargo of munitions', 'i CARRY the war with me']"
carve,"['he CARVED the canal at panama', 'hearts CARVED into trees', 'i CARVED it for father', ""i'ii CARVE you to pieces"", 'a face CARVED in marble', 'i CARVED them in stone']"
cause,"['that CAUSED some trouble with dorothy', 'he CAUSED the immigration on himself', 'weak people CAUSE a lot of harm', 'i CAUSED a lot of trouble', 'this CAUSES a tingling at kiem', 'you CAUSE a lot of trouble', 'tea CAUSES intoxication in him', 'it CAUSED a lot of trouble', 'it CAUSES death by paralysis', 'it CAUSED a lot of heat', 'you CAUSED a lot of damage', 'this unexpected typhoon CAUSED a lot of damage', 'he CAUSED the all of this', 'you CAUSED a lot of trouble', 'they CAUSE a lot of heartache', 'money CAUSED a lot of tension', 'you CAUSED a lot of trouble', 'this trustee CAUSES the death of rivera', 'hirono CAUSED trouble for hayakawa', 'that CAUSES a burning within me']"
challenge,"['forsuchwashis CHALLENGE the power of hideyoshi', 'i CHALLENGE you to a', 'i CHALLENGE you to a', 'i CHALLENGE all of you', 'i CHALLENGED walt without provocation', 'i CHALLENGE you to fisticuffs', 'i CHALLENGE all of you', 'you CHALLENGED lillienfield for evidence', 'the defendant CHALLENGES this juror for cause', 'no one CHALLENGES the princess of plunder', 'he CHALLENGED me to dominoes', 'they CHALLENGED millions of people', 'they CHALLENGE us for war', 'i CHALLENGE you to battle', 'i CHALLENGE you to fisticuffs', 'i CHALLENGE you on that', 'they CHALLENGED the lepers to a threelegged race', 'he CHALLENGED a tenet of one', 'i CHALLENGE you of the tribe']"
change,"['she CHANGED the subject on me', 'he CHANGES the fate of shepherdesses', 'fins CHANGED into wings', 'you CHANGE at chicago', 'it CHANGES of life', 'they CHANGE in frankfurt', 'he CHANGED men with it', 'bob CHANGED it for me', 'the soldiers CHANGE in masons', 'you CHANGE trains in prague', 'i CHANGED the alkaline to acid', 'you CHANGE trains in prague', 'father CHANGED it to winters', 'something CHANGED in me', 'i CHANGED into something', 'you CHANGE the calendar to egypt', 'men CHANGE shifts at 8.00', 'you CHANGE places with me', 'we CHANGE grant on friday', 'i CHANGED it at the bank']"
charge,"['the police CHARGED us on horseback', 'i CHARGED at him', 'i CHARGE for exit', 'i CHARGE more for those', 'i CHARGED it to you', 'all CHARGED with burglary', 'i CHARGE extra for that', 'they CHARGED us with obscenity', 'he CHARGES me with obstruction', 'you CHARGED us for pancakes', 'they CHARGE you with burglary', 'they CHARGE you for everything', 'he CHARGES ya for it', 'they CHARGE for that', 'you CHARGE for it', 'i CHARGE extra for 12', 'i CHARGE a lot for anything', 'esparza CHARGED with assault', 'they CHARGE by the inch', ""they CHARGE 'em for booze""]"
chase,"['i CHASED after robbers', 'someone CHASED this kid to death', 'the cia CHASED him for years', 'they CHASE after her', 'he CHASED after me', 'they CHASED after him', 'i CHASED you to kyoto', 'i CHASE you with hose', 'i CHASED them for days', 'he CHASED women like mad', 'they CHASED me for ages', 'we CHASED them to jordan', 'the fucking government CHASED him about taxes', 'a rich man CHASES after dames', 'i CHASED the monkees like everyone', 'he CHASES after mimi', 'i CHASED a lot of girls', 'that poor man CHASED you to town', 'he CHASED those pylons to coast', 'they CHASE a human for sport']"
cheat,"['i CHEATED at cards', 'the old lady CHEATS at cards', 'he CHEATED on me', 'he CHEATED on me', 'you CHEATED on me', 'you CHEATED at cards', 'you CHEATED for it', 'she CHEATS with him', 'she CHEATS with everybody', 'she CHEATED on me', 'charles CHEATS me with frederic', 'you CHEAT on me', 'he CHEATS on her', 'he CHEATED on me', 'i CHEATED on him', 'i CHEATED on you', 'i CHEATED on him', 'i CHEATED on balestrieri', 'i CHEATED on you', 'you CHEATED it on me']"
check,"['i CHECKED on them', 'i CHECKED on it', 'i CHECKED on him', 'we CHECKED on him', 'we CHECKED at headquarters', 'you CHECK on this', 'they CHECKED for rodenticides', 'we CHECKED on that', 'we CHECKED with him', 'they CHECKED everyone before hatvan', 'all departments CHECK for leaks', 'all departments CHECK for leaks', 'you CHECK all of these', 'the companies CHECK on everything', 'they CHECKED with me', 'we CHECKED for miles', 'i CHECKED with her', 'i CHECKED on it', 'i CHECKED with everyone', 'i CHECKED on orville']"
cheer,"['i CHEER for you', 'i CHEERED on them', 'people CHEERING on tv', 'i CHEER me by you', 'all CHEERING in relief', 'crowd CHEERING on tv', 'crowd CHEERING in distance', 'crowd CHEERING on tv', 'crowd CHEERING on tv', 'he CHEERED the wine to you', 'we CHEER for ourselves', 'you CHEERED more than anyone', 'we CHEER stay in school']"
chew,"['it CHEWED the legs off everything', 'mad dog CHEWED it to pieces', 'i CHEWED a penny in half', 'he CHEWED on it', ""l'll CHEW on that"", 'you CHEW on that', 'you CHEW with them', 'you CHEW on it', 'they CHEW through everything', 'the goat CHEWED on it', 'rats CHEWED it to shreds', 'they CHEWED through everything', 'you CHEWED through it', 'i CHEW at work', 'i CHEWING on the', 'she CHEWED entire chunks through it', 'people CHEW a boost on it']"
choke,"['she CHOKED the life from him', 'he CHOKED to death', 'you CHOKED on your', 'i CHOKED him with salt', 'he CHOKED on it', 'he CHOKED to death', 'i CHOKED him to death', 'he CHOKES himself to death', 'you CHOKE with it', 'she CHOKED on it', 'he CHOKED to death', 'she CHOKE on something', 'she CHOKED to death', 'show CHOKED to death', 'he CHOKED to death', 'i CHOKE with chickpeas', 'i CHOKE under pressure', 'all pity CHOKED of fell deed', 'coming CHOKES you with emotions', 'it CHOKED them to death']"
chop,"['you CHOP like this', 'i CHOPPED him to pieces', 'they CHOPPED me into firewood', 'he CHOPS it in two', 'it CHOPPED enough of you', 'i CHOP meat with it', 'i CHOP her into thirds', 'the little CHOPPED of ham', 'you CHOPPED wounds of branches', 'i CHOP this table into firewood']"
claim,"['it CLAIMED the life of joe', 'this anderson CLAIMS a debt of honor', 'they CLAIMED the body of christ', 'we CLAIM this region of space', 'the stranger CLAIMS the gift of prophecy', 'he CLAIMS to anything', 'plaintiff CLAIMS damages for libel', 'i CLAIM the inheritance of rassilon', 'i CLAIM this swamp for poland', 'i CLAIM this land for spain', 'i CLAIM this land for spain', 'i CLAIM the right of selfdefence', 'dallas CLAIMS a lot of stuff', 'neptune CLAIMS 13 of them', 'all CLAIMING him as theirs', 'i CLAIM the throne of spain', 'i CLAIM the throne of spain', 'i CLAIM the throne of spain', 'horn CLAIMED responsibility for it', 'the ticket CLAIMED in the central administration']"
clap,"['we CLAPPING for you', 'louis CLAPPED him in irons']"
clean,"['i CLEAN corridor after corridor', 'i CLEAN carpets in villas', 'i CLEAN forgot about these', 'she CLEANED on tuesdays', 'i CLEANED everything with bleach', 'you CLEAN like bull', 'it CLEANS by itself', 'you CLEAN toilets at night', 'he CLEANS everything with it', 'i CLEAN these cobwebs off tv', 'bomb CLEANS the place of crime', 'we CLEAN the wounds with spirits', 'girlfriend CLEAN the floor with me', 'i CLEAN for you', 'motherinlaw CLEANS silver with it', 'she CLEANS houses with me', 'i CLEANED most of it', 'it CLEANS for months', 'i CLEAN buildings at night', 'they CLEAN the floor with you']"
clear,"['batcopter CLEARED for takeoff', 'i CLEARED it with george', 'rj1 CLEARED for takeoff', 'i CLEARED it with marjorie', 'i CLEARED it with hoyt', 'i CLEARED it with acpo', 'i CLEARED it with justice', 'unit CLEARED on five', 'all systems CLEARED for takeoff', 'late pilot CLEARED of error', 'i CLEARED this meet with devlin', 'nobody CLEARED it with me', 'cuddy CLEARED max for surgery', 'it CLEARS them for retribution', 'we CLEARED the way for you', 'he CLEARED it with me', 'jordan CLEARED for takeoff', 'doors CLEARED for launch', 'victory CLEARED for docking', 'i CLEARED it of the nurses']"
clip,"['you CLIPPED one of them', 'she CLIPPED him on purpose', 'i CLIPPED her with a poppy bullet', 'the presidentelect CLIPPED it of the dogs']"
close,"['she CLOSES the door behind them', 'the office CLOSES at 19,30', 'we CLOSE at 4:00', 'we CLOSED at 4,500', 'we CLOSE at twelve', 'it CLOSES at 5:00', 'we CLOSE at 6:00', 'the shop CLOSES at 8', 'it CLOSES at 1:30', 'the courts CLOSE at five', 'gamble room CLOSED for tonight', 'the clinic CLOSES at 12', 'we CLOSE it for decorations', 'the banks CLOSE at four', 'the banks CLOSE at four', 'it CLOSES at 11:00', 'closed means CLOSED for everybody', 'iii CLOSE the door for you', 'you CLOSE that sewer of yours', 'store CLOSED for repairs']"
coach,"['i COACHED in college', 'she COACHED me on talent', 'he COACHED baseball after school', 'daddy COACHED in alexandria', 'who COACHES at u.m.k.c']"
coil,[]
collect,"['we COLLECTED the jews in batches', 'they COLLECT the garbage on tuesday', 'i COLLECT noses from statues', 'i COLLECT clothes from houses', 'i COLLECT evidence without emotion', 'i COLLECTED everything from it', 'i COLLECT signatures against war', 'i COLLECTED what in winter', 'i COLLECT the rent on saturdays', 'father COLLECTED lots of them', 'josh COLLECTED fireflies in it', 'she COLLECTED photos of astrid', ""donghyuk COLLECTED all of 'em"", 'he COLLECTED thousands of them', 'she COLLECTED a lot of dolls', 'mother COLLECTED all of this', 'they COLLECT money for isabella', 'i COLLECT blondes in bottles', 'confirmed deschamps COLLECTED the file in person', 'you COLLECTED the money for somebody']"
colour,[]
comb,['she COMBS the snow like winter']
command,"['you COMMAND an army of regulars', 'i COMMANDED about face', 'it COMMANDS an army of monkeybees', 'i COMMAND you as king', 'he COMMANDS all of us', 'she COMMANDS those around her', 'he COMMANDED a desk in london', 'propriety COMMANDS me to ignorance', 'i COMMANDED the operation in jerusalem', 'he COMMANDS us to', 'morgana COMMANDS an army of thousands', 'it COMMANDED the position to it', 'you COMMAND me as king', 'kenny COMMANDS the armies of satan']"
communicate,"['i COMMUNICATE with insects', 'i COMMUNICATE with ghosts', 'we COMMUNICATE in thought', 'they COMMUNICATE by heat', 'he COMMUNICATES through elliott', 'you COMMUNICATE through memos', 'they COMMUNICATE with calls', 'we COMMUNICATE without words', 'they COMMUNICATE with calls', 'he COMMUNICATES to children', ""i'ii COMMUNICATE that to him"", 'the ai COMMUNICATES through images', 'the director COMMUNICATED with them', 'they COMMUNICATE the only way with me', 'he COMMUNICATES with me', 'you COMMUNICATE with mommy', 'you COMMUNICATE with mommy', 'you COMMUNICATE through that', 'no one COMMUNICATES by classifields', 'these thieves COMMUNICATE by telephone']"
compare,"['nothing COMPARES to it', 'nothing COMPARES to argentina', 'nothing COMPARES to you', 'nothing COMPARES to home', 'no one COMPARES to you', 'no one COMPARES to you', 'no species COMPARES to man', 'you COMPARED it to toblerone', 'all footnotes COMPARED to this', 'i COMPARED the damage with these', 'liketo COMPARE it to mine', 'gi COMPARED to this', 'nothing COMPARES to that', 'this stupid dancing COMPARED what to me', 'no other woman COMPARES to you', 'eddington COMPARES me of the characters', 'i COMPARED it from the deceased', 'he COMPARED photographs of africa', 'you COMPARE food with girls', 'someone COMPARE berlusconi to mussolini']"
